Unnamed: 0,week,start_date,end_date,student_id,cars_accuracy,sciences_accuracy,class_accuracy,completed_lessons,total_completed_passages_discrete_sets,score_trends_on_completed_dailies,num_attended_large_session,num_scheduled_large_session,num_attended_small_session,num_scheduled_small_session,class_participation,homework_participation,Baseline Score,Number of Practice Exams,Most Recent Practice Exam,Actual MCAT,Score Difference,Survey Tier,Small Group Tier,Class Participation Tier,Large Group Tier
3096,24,2024-11-04,2024-11-10,97,,,,1.0,0.0,0.35,1.0,2.0,,,0.0,,494.0,,,495.0,6.0,,,,
3097,24,2024-11-04,2024-11-10,98,,,,1.0,0.0,0.64,1.0,2.0,,,0.0,,,,,,0.0,,,,
3098,24,2024-11-04,2024-11-10,99,,,,1.0,0.0,0.77,1.0,2.0,,,0.0,,502.0,1.0,500.0,,3.0,,,,
3099,24,2024-11-04,2024-11-10,100,0.51,,,1.0,17.0,0.48,2.0,2.0,,,0.0,,497.0,1.0,497.0,501.0,9.0,,,,
3100,24,2024-11-04,2024-11-10,101,0.83,,,1.0,1.0,0.85,2.0,2.0,,,0.0,,500.0,6.0,502.0,495.0,0.0,,,,
3101,24,2024-11-04,2024-11-10,102,,0.79,,11.0,7.0,0.43,2.0,2.0,,,0.0,,501.0,1.0,501.0,496.0,0.0,,,,
3102,24,2024-11-04,2024-11-10,103,,,,1.0,0.0,0.61,2.0,2.0,,,0.0,,493.0,,,483.0,-5.0,,,,
3103,24,2024-11-04,2024-11-10,104,,,0.6,1.0,0.0,0.58,2.0,2.0,,,0.0,,494.0,,,,0.0,,,,
3104,24,2024-11-04,2024-11-10,105,0.83,0.65,0.0,11.0,30.0,0.66,2.0,2.0,,,1.0,,485.0,2.0,485.0,485.0,0.0,,,,
3105,24,2024-11-04,2024-11-10,106,1.0,,,1.0,2.0,0.57,2.0,2.0,,,1.0,,491.0,5.0,494.0,482.0,-4.0,,,,
3106,24,2024-11-04,2024-11-10,107,,,,1.0,0.0,0.56,2.0,2.0,,,0.0,,505.0,,,,,,,,
3107,24,2024-11-04,2024-11-10,108,,0.67,,2.0,5.0,0.58,1.0,2.0,,,0.0,,497.0,6.0,499.0,502.0,10.0,,,,
3108,24,2024-11-04,2024-11-10,109,,,,1.0,0.0,0.87,2.0,2.0,,,0.0,,,,,,,,,,
3109,24,2024-11-04,2024-11-10,110,,,,1.0,0.0,0.75,2.0,2.0,,,0.0,,506.0,2.0,511.0,,10.0,,,,
3110,24,2024-11-04,2024-11-10,111,1.0,1.0,,2.0,2.0,0.89,2.0,2.0,,,,,498.0,6.0,517.0,496.0,-2.0,,,,
3111,24,2024-11-04,2024-11-10,112,0.49,,,1.0,7.0,0.53,2.0,2.0,,,0.0,,490.0,3.0,491.0,478.0,-7.0,,,,
3112,24,2024-11-04,2024-11-10,113,,0.7,,3.0,4.0,0.75,2.0,2.0,,,0.0,,492.0,3.0,492.0,495.0,8.0,,,,
3113,24,2024-11-04,2024-11-10,114,,,,1.0,0.0,0.89,2.0,2.0,,,0.0,,492.0,4.0,485.0,486.0,-1.0,,,,
3114,24,2024-11-04,2024-11-10,115,,,,1.0,0.0,0.63,2.0,2.0,,,0.0,,487.0,4.0,496.0,487.0,5.0,,,,
3115,24,2024-11-04,2024-11-10,116,,,0.2,1.0,0.0,0.73,1.0,2.0,,,0.0,,503.0,1.0,503.0,506.0,8.0,,,,
3116,24,2024-11-04,2024-11-10,117,0.39,,,1.0,4.0,0.69,2.0,2.0,,,1.0,,493.0,2.0,493.0,494.0,6.0,,,,
3117,24,2024-11-04,2024-11-10,118,,,,1.0,0.0,0.6,2.0,2.0,,,0.0,,488.0,1.0,488.0,480.0,-3.0,,,,
3118,24,2024-11-04,2024-11-10,119,,0.83,,1.0,3.0,0.66,2.0,2.0,,,0.0,,,,,,,,,,
3119,24,2024-11-04,2024-11-10,120,,0.67,,1.0,3.0,0.66,2.0,2.0,,,0.0,,497.0,5.0,506.0,,14.0,,,,
3120,24,2024-11-04,2024-11-10,121,,,,1.0,2.0,0.92,2.0,2.0,,,0.0,,503.0,5.0,509.0,510.0,7.0,,,,
3121,24,2024-11-04,2024-11-10,122,,0.57,,1.0,1.0,0.85,1.0,2.0,,,0.0,,494.0,6.0,509.0,509.0,20.0,,,,
3122,24,2024-11-04,2024-11-10,123,,,,1.0,0.0,0.82,2.0,2.0,,,0.0,,498.0,1.0,500.0,495.0,2.0,,,,
3123,24,2024-11-04,2024-11-10,124,0.83,0.5,0.2,2.0,4.0,0.49,2.0,2.0,,,0.0,,502.0,5.0,500.0,496.0,-6.0,,,,
3124,24,2024-11-04,2024-11-10,125,0.2,0.55,,9.0,11.0,0.67,2.0,2.0,,,1.0,,494.0,5.0,500.0,505.0,16.0,,,,
3125,24,2024-11-04,2024-11-10,126,,0.9,,2.0,4.0,0.69,2.0,2.0,,,0.0,,495.0,,,501.0,11.0,,,,
3126,24,2024-11-04,2024-11-10,127,,1.0,,1.0,1.0,0.77,2.0,2.0,,,0.0,,500.0,2.0,501.0,508.0,13.0,,,,
3127,24,2024-11-04,2024-11-10,128,,,0.8,1.0,0.0,0.5,2.0,2.0,,,0.0,,490.0,,,,,,,,
3128,24,2024-11-04,2024-11-10,129,0.89,0.8,,5.0,5.0,0.55,2.0,2.0,,,1.0,,501.0,2.0,499.0,,3.0,,,,
3129,24,2024-11-04,2024-11-10,130,,,0.4,1.0,1.0,0.44,1.0,2.0,,,0.0,,500.0,3.0,513.0,,13.0,,,,
3130,24,2024-11-04,2024-11-10,131,0.67,0.4,,3.0,19.0,0.52,2.0,2.0,,,1.0,,493.0,10.0,497.0,506.0,13.0,,,,
3131,24,2024-11-04,2024-11-10,132,,,,1.0,0.0,0.57,2.0,2.0,,,0.0,,498.0,2.0,498.0,490.0,-8.0,,,,
3132,24,2024-11-04,2024-11-10,133,,,,1.0,0.0,0.81,1.0,2.0,,,0.0,,486.0,3.0,501.0,501.0,0.0,,,,
3133,24,2024-11-04,2024-11-10,134,,,1.0,1.0,0.0,0.28,2.0,2.0,,,0.0,,,,,487.0,,,,,
3134,24,2024-11-04,2024-11-10,135,1.0,1.0,0.8,8.0,7.0,0.88,2.0,2.0,,,1.0,,505.0,5.0,513.0,,13.0,,,,
3135,24,2024-11-04,2024-11-10,136,0.5,0.8,,1.0,2.0,0.62,2.0,2.0,,,1.0,,498.0,5.0,499.0,,6.0,,,,
3136,24,2024-11-04,2024-11-10,137,,,1.0,1.0,0.0,0.84,2.0,2.0,,,0.0,,,1.0,503.0,506.0,3.0,,,,
3137,24,2024-11-04,2024-11-10,138,1.0,1.0,,1.0,2.0,0.58,2.0,2.0,,,1.0,,491.0,2.0,489.0,492.0,3.0,,,,
3138,24,2024-11-04,2024-11-10,139,,,,1.0,1.0,0.63,2.0,2.0,,,0.0,,495.0,5.0,505.0,500.0,10.0,,,,
3139,24,2024-11-04,2024-11-10,140,0.63,0.84,,2.0,8.0,0.65,2.0,2.0,,,0.0,,498.0,6.0,499.0,,1.0,,,,
3140,24,2024-11-04,2024-11-10,141,,,0.2,1.0,0.0,0.54,1.0,2.0,,,0.0,,504.0,1.0,499.0,508.0,9.0,,,,
3141,24,2024-11-04,2024-11-10,142,0.42,,,1.0,3.0,0.64,2.0,2.0,,,1.0,,490.0,6.0,481.0,482.0,1.0,,,,
3142,24,2024-11-04,2024-11-10,143,,,,1.0,0.0,0.39,2.0,2.0,,,0.0,,,,,,,,,,
3143,24,2024-11-04,2024-11-10,144,,,,1.0,0.0,0.81,2.0,2.0,,,0.0,,491.0,3.0,495.0,483.0,-3.0,,,,
3144,24,2024-11-04,2024-11-10,145,,1.0,,11.0,1.0,0.74,2.0,2.0,,,0.0,,495.0,3.0,497.0,496.0,-1.0,,,,
3145,24,2024-11-04,2024-11-10,146,1.0,,,1.0,2.0,0.66,1.0,2.0,,,0.0,,,,,,,,,,
3146,24,2024-11-04,2024-11-10,147,,,,1.0,0.0,0.67,2.0,2.0,,,0.0,,495.0,1.0,495.0,478.0,-12.0,,,,
3147,24,2024-11-04,2024-11-10,148,,,,1.0,1.0,0.42,2.0,2.0,,,0.0,,491.0,1.0,491.0,493.0,7.0,,,,
3148,24,2024-11-04,2024-11-10,149,1.0,1.0,,4.0,2.0,0.88,2.0,2.0,,,0.0,,504.0,2.0,502.0,488.0,-16.0,,,,
3149,24,2024-11-04,2024-11-10,150,,,0.0,1.0,0.0,0.63,2.0,2.0,,,0.0,,502.0,9.0,513.0,516.0,19.0,,,,
3150,25,2024-11-11,2024-11-17,1,0.45,0.56,,12.0,2.0,0.5,,,0.0,1.0,,,494.0,1.0,494.0,493.0,4.0,,,,
3151,25,2024-11-11,2024-11-17,2,,,,3.0,4.0,0.0,,,1.0,1.0,,,503.0,1.0,503.0,,5.0,,,,
3152,25,2024-11-11,2024-11-17,3,,,,0.0,3.0,0.0,,,1.0,1.0,,,494.0,4.0,491.0,485.0,-9.0,,,,
3153,25,2024-11-11,2024-11-17,4,,,,0.0,3.0,0.0,,,0.0,1.0,,,502.0,4.0,499.0,,-3.0,,,,
3154,25,2024-11-11,2024-11-17,5,,,,0.0,4.0,1.0,,,1.0,1.0,,,492.0,4.0,493.0,499.0,,,,,
3155,25,2024-11-11,2024-11-17,6,,,,0.0,4.0,0.0,,,0.0,1.0,,,493.0,,,488.0,0.0,,,,
3156,25,2024-11-11,2024-11-17,7,,,,0.0,4.0,0.0,,,0.0,1.0,,,492.0,3.0,493.0,487.0,0.0,,,,
3157,25,2024-11-11,2024-11-17,8,,,,0.0,6.0,0.0,,,0.0,1.0,,,,1.0,,,0.0,,,,
3158,25,2024-11-11,2024-11-17,9,,0.93,,3.0,8.0,0.93,,,1.0,1.0,,,498.0,5.0,506.0,508.0,15.0,,,,
3159,25,2024-11-11,2024-11-17,10,,0.67,,1.0,6.0,5.08,,,0.0,1.0,,,506.0,2.0,506.0,514.0,8.0,,,,
3160,25,2024-11-11,2024-11-17,11,,,,0.0,2.0,0.0,,,0.0,1.0,,,511.0,2.0,509.0,517.0,6.0,,,,
3161,25,2024-11-11,2024-11-17,12,,,,0.0,4.0,0.0,,,1.0,1.0,,,498.0,1.0,498.0,491.0,-2.0,,,,
3162,25,2024-11-11,2024-11-17,13,,,,0.0,5.0,0.0,,,0.0,1.0,,,,1.0,,,,,,,
3163,25,2024-11-11,2024-11-17,14,0.78,,,5.0,6.0,0.78,,,0.0,1.0,,,503.0,2.0,507.0,,9.0,,,,
3164,25,2024-11-11,2024-11-17,15,,,,0.0,4.0,0.0,,,0.0,1.0,,,500.0,,,491.0,-4.0,,,,
3165,25,2024-11-11,2024-11-17,16,,,,0.0,3.0,0.0,,,0.0,1.0,,,0.0,2.0,,,,,,,
3166,25,2024-11-11,2024-11-17,17,,,,0.0,4.0,0.0,,,0.0,1.0,,,508.0,2.0,508.0,496.0,-12.0,,,,
3167,25,2024-11-11,2024-11-17,18,,,,0.0,4.0,0.0,,,0.0,1.0,,,495.0,2.0,503.0,,8.0,,,,
3168,25,2024-11-11,2024-11-17,19,,0.63,,6.0,3.0,0.63,,,0.0,1.0,,,504.0,1.0,504.0,,0.0,,,,
3169,25,2024-11-11,2024-11-17,20,,,,0.0,5.0,0.0,,,0.0,1.0,,,497.0,3.0,499.0,,7.0,,,,
3170,25,2024-11-11,2024-11-17,21,,,,0.0,2.0,0.0,,,0.0,1.0,,,,,,,,,,,
3171,25,2024-11-11,2024-11-17,22,0.67,0.69,,4.0,5.0,1.8,,,0.0,1.0,,,484.0,,,508.0,29.0,,,,
3172,25,2024-11-11,2024-11-17,23,,1.0,,1.0,5.0,1.0,,,0.0,1.0,,,493.0,4.0,496.0,,8.0,,,,
3173,25,2024-11-11,2024-11-17,24,,0.83,,6.0,3.0,0.91,,,0.0,1.0,,,491.0,3.0,484.0,493.0,7.0,,,,
3174,25,2024-11-11,2024-11-17,25,0.79,0.96,,5.0,4.0,0.87,,,0.0,1.0,,,491.0,1.0,491.0,484.0,-2.0,,,,
3175,25,2024-11-11,2024-11-17,26,,,,0.0,1.0,0.0,,,0.0,1.0,,,496.0,5.0,497.0,494.0,3.0,,,,
3176,25,2024-11-11,2024-11-17,27,,0.87,,1.0,3.0,0.87,,,0.0,1.0,,,500.0,2.0,507.0,487.0,-8.0,,,,
3177,25,2024-11-11,2024-11-17,28,0.75,,,5.0,4.0,0.75,,,1.0,1.0,,,0.0,,,485.0,,,,,
3178,25,2024-11-11,2024-11-17,29,,,,0.0,3.0,0.0,,,1.0,1.0,,,505.0,1.0,505.0,515.0,15.0,,,,
3179,25,2024-11-11,2024-11-17,30,,0.9,,3.0,2.0,0.9,,,0.0,1.0,,,0.0,1.0,498.0,502.0,4.0,,,,
3180,25,2024-11-11,2024-11-17,31,,0.7,,2.0,3.0,0.7,,,1.0,1.0,,,506.0,3.0,506.0,,0.0,,,,
3181,25,2024-11-11,2024-11-17,32,,,,0.0,2.0,0.0,,,0.0,1.0,,,0.0,,,508.0,,,,,
3182,25,2024-11-11,2024-11-17,33,,,,0.0,6.0,0.0,,,0.0,1.0,,,490.0,1.0,490.0,,0.0,,,,
3183,25,2024-11-11,2024-11-17,34,,,,0.0,5.0,0.0,,,0.0,1.0,,,,1.0,,490.0,,,,,
3184,25,2024-11-11,2024-11-17,35,,,,0.0,9.0,0.0,,,0.0,1.0,,,506.0,3.0,518.0,525.0,24.0,,,,
3185,25,2024-11-11,2024-11-17,36,,,,0.0,3.0,0.0,,,0.0,1.0,,,495.0,4.0,501.0,,6.0,,,,
3186,25,2024-11-11,2024-11-17,37,,,,0.0,2.0,0.0,,,0.0,1.0,,,496.0,,,494.0,3.0,,,,
3187,25,2024-11-11,2024-11-17,38,,1.0,,2.0,3.0,1.0,,,0.0,1.0,,,,,,,,,,,
3188,25,2024-11-11,2024-11-17,39,0.17,,,1.0,4.0,0.39,,,1.0,1.0,,,498.0,12.0,511.0,504.0,11.0,,,,
3189,25,2024-11-11,2024-11-17,40,,,,0.0,3.0,0.0,,,0.0,1.0,,,,,,,,,,,
3190,25,2024-11-11,2024-11-17,41,,,,0.0,1.0,0.0,,,0.0,1.0,,,494.0,2.0,497.0,502.0,13.0,,,,
3191,25,2024-11-11,2024-11-17,42,,0.67,,7.0,0.0,0.67,,,0.0,1.0,,,,,,,,,,,
3192,25,2024-11-11,2024-11-17,43,,,,0.0,4.0,0.0,,,1.0,1.0,,,494.0,4.0,494.0,489.0,5.0,,,,
3193,25,2024-11-11,2024-11-17,44,,0.96,,7.0,3.0,0.95,,,0.0,1.0,,,,1.0,500.0,,,,,,
3194,25,2024-11-11,2024-11-17,45,,0.75,,2.0,5.0,0.75,,,0.0,1.0,,,,,,,,,,,
3195,25,2024-11-11,2024-11-17,46,,,,0.0,4.0,0.0,,,1.0,1.0,,,493.0,4.0,494.0,495.0,7.0,,,,
3196,25,2024-11-11,2024-11-17,47,,,,0.0,3.0,0.0,,,1.0,1.0,,,494.0,1.0,494.0,493.0,-1.0,,,,
3197,25,2024-11-11,2024-11-17,48,0.75,0.71,,23.0,4.0,0.72,,,0.0,1.0,,,495.0,2.0,490.0,488.0,-2.0,,,,
3198,25,2024-11-11,2024-11-17,49,,,,0.0,9.0,0.0,,,1.0,1.0,,,503.0,6.0,516.0,,13.0,,,,
3199,25,2024-11-11,2024-11-17,50,,,,0.0,6.0,0.0,,,0.0,1.0,,,505.0,,,,,,,,
3200,25,2024-11-11,2024-11-17,51,,,,0.0,7.0,0.0,,,0.0,1.0,,,501.0,2.0,501.0,495.0,-6.0,,,,
3201,25,2024-11-11,2024-11-17,52,,,,0.0,4.0,0.0,,,1.0,1.0,,,497.0,5.0,502.0,501.0,9.0,,,,
3202,25,2024-11-11,2024-11-17,53,,,,0.0,3.0,0.0,,,0.0,1.0,,,491.0,3.0,492.0,490.0,4.0,,,,
3203,25,2024-11-11,2024-11-17,54,,,,0.0,9.0,0.0,,,0.0,1.0,,,,,,,,,,,
3204,25,2024-11-11,2024-11-17,55,,,,0.0,8.0,0.0,,,1.0,1.0,,,497.0,,,,0.0,,,,
3205,25,2024-11-11,2024-11-17,56,,,,0.0,4.0,0.0,,,0.0,1.0,,,510.0,,,,,,,,
3206,25,2024-11-11,2024-11-17,57,,,,0.0,6.0,0.0,,,1.0,1.0,,,497.0,3.0,497.0,,0.0,,,,
3207,25,2024-11-11,2024-11-17,58,,0.96,,1.0,4.0,0.96,,,0.0,1.0,,,495.0,1.0,495.0,494.0,4.0,,,,
3208,25,2024-11-11,2024-11-17,59,,,,0.0,4.0,0.0,,,0.0,1.0,,,497.0,4.0,496.0,493.0,1.0,,,,
3209,25,2024-11-11,2024-11-17,60,,,,0.0,3.0,0.0,,,0.0,1.0,,,498.0,3.0,500.0,510.0,17.0,,,,
3210,25,2024-11-11,2024-11-17,61,,,,0.0,4.0,0.0,,,0.0,1.0,,,496.0,3.0,494.0,492.0,1.0,,,,
3211,25,2024-11-11,2024-11-17,62,,,,0.0,4.0,0.0,,,0.0,1.0,,,494.0,1.0,494.0,,5.0,,,,
3212,25,2024-11-11,2024-11-17,63,0.33,,,3.0,4.0,0.33,,,0.0,1.0,,,,1.0,487.0,,,,,,
3213,25,2024-11-11,2024-11-17,64,,,,0.0,3.0,0.0,,,0.0,1.0,,,493.0,4.0,502.0,,9.0,,,,
3214,25,2024-11-11,2024-11-17,65,,,,0.0,5.0,0.0,,,1.0,1.0,,,493.0,5.0,518.0,491.0,-2.0,,,,
3215,25,2024-11-11,2024-11-17,66,0.81,0.79,,7.0,13.0,0.8,,,1.0,1.0,,,489.0,1.0,489.0,506.0,22.0,,,,
3216,25,2024-11-11,2024-11-17,67,,,,0.0,4.0,0.0,,,0.0,1.0,,,494.0,,,481.0,-8.0,,,,
3217,25,2024-11-11,2024-11-17,68,,,,0.0,2.0,0.0,,,0.0,1.0,,,493.0,,,498.0,10.0,,,,
3218,25,2024-11-11,2024-11-17,69,,,,0.0,3.0,0.0,,,0.0,1.0,,,495.0,2.0,497.0,,7.0,,,,
3219,25,2024-11-11,2024-11-17,70,0.58,0.65,,10.0,2.0,0.7,,,1.0,1.0,,,487.0,1.0,487.0,481.0,-6.0,,,,
3220,25,2024-11-11,2024-11-17,71,,,,0.0,2.0,0.0,,,1.0,1.0,,,501.0,9.0,504.0,,8.0,,,,
3221,25,2024-11-11,2024-11-17,72,,,,0.0,1.0,0.0,,,0.0,1.0,,,0.0,1.0,409.0,,,,,,
3222,25,2024-11-11,2024-11-17,73,,,,0.0,5.0,0.0,,,0.0,1.0,,,503.0,3.0,502.0,498.0,0.0,,,,
3223,25,2024-11-11,2024-11-17,74,,,,0.0,4.0,0.0,,,0.0,1.0,,,501.0,1.0,501.0,,5.0,,,,
3224,25,2024-11-11,2024-11-17,75,,,,0.0,4.0,0.0,,,0.0,1.0,,,495.0,1.0,495.0,497.0,5.0,,,,
3225,25,2024-11-11,2024-11-17,76,,0.65,,3.0,5.0,0.65,,,0.0,1.0,,,497.0,,,495.0,3.0,,,,
3226,25,2024-11-11,2024-11-17,77,,0.85,,2.0,3.0,0.84,,,0.0,1.0,,,491.0,5.0,494.0,493.0,7.0,,,,
3227,25,2024-11-11,2024-11-17,78,,,,0.0,4.0,0.0,,,0.0,1.0,,,499.0,4.0,493.0,,-1.0,,,,
3228,25,2024-11-11,2024-11-17,79,,,,0.0,3.0,0.0,,,0.0,1.0,,,504.0,7.0,519.0,,20.0,,,,
3229,25,2024-11-11,2024-11-17,80,,,,0.0,3.0,0.0,,,0.0,1.0,,,491.0,,,496.0,5.0,,,,
3230,25,2024-11-11,2024-11-17,81,,,,0.0,4.0,0.0,,,0.0,1.0,,,498.0,1.0,498.0,495.0,2.0,,,,
3231,25,2024-11-11,2024-11-17,82,,,,0.0,4.0,0.0,,,0.0,1.0,,,495.0,1.0,497.0,,7.0,,,,
3232,25,2024-11-11,2024-11-17,83,0.62,,,2.0,4.0,0.55,,,0.0,1.0,,,506.0,6.0,517.0,518.0,17.0,,,,
3233,25,2024-11-11,2024-11-17,84,0.74,,,5.0,8.0,0.8,,,0.0,1.0,,,499.0,,,491.0,-3.0,,,,
3234,25,2024-11-11,2024-11-17,85,,,,0.0,3.0,0.0,,,1.0,1.0,,,504.0,7.0,506.0,509.0,10.0,,,,
3235,25,2024-11-11,2024-11-17,86,,0.58,,3.0,1.0,2.83,,,0.0,1.0,,,490.0,2.0,490.0,,0.0,,,,
3236,25,2024-11-11,2024-11-17,87,,,,0.0,3.0,0.0,,,1.0,1.0,,,491.0,6.0,494.0,497.0,11.0,,,,
3237,25,2024-11-11,2024-11-17,88,,,,0.0,4.0,0.0,,,0.0,1.0,,,496.0,1.0,496.0,501.0,5.0,,,,
3238,25,2024-11-11,2024-11-17,89,,,,0.0,3.0,0.35,,,0.0,1.0,,,493.0,2.0,493.0,497.0,4.0,,,,
3239,25,2024-11-11,2024-11-17,90,,,,0.0,4.0,0.0,,,0.0,1.0,,,499.0,6.0,495.0,504.0,10.0,,,,
3240,25,2024-11-11,2024-11-17,91,,,,0.0,9.0,0.0,,,1.0,1.0,,,495.0,5.0,496.0,492.0,2.0,,,,
3241,25,2024-11-11,2024-11-17,92,,,,0.0,6.0,0.0,,,0.0,1.0,,,502.0,2.0,506.0,,9.0,,,,
3242,25,2024-11-11,2024-11-17,93,,0.61,,3.0,10.0,2.09,,,0.0,1.0,,,497.0,4.0,497.0,496.0,4.0,,,,
3243,25,2024-11-11,2024-11-17,94,,,,0.0,6.0,0.0,,,0.0,1.0,,,503.0,2.0,503.0,,0.0,,,,
3244,25,2024-11-11,2024-11-17,95,,,,0.0,1.0,0.0,,,0.0,1.0,,,498.0,1.0,498.0,493.0,0.0,,,,
3245,25,2024-11-11,2024-11-17,96,,,,0.0,1.0,0.0,,,0.0,1.0,,,0.0,,,,,,,,
3246,25,2024-11-11,2024-11-17,97,,,,0.0,6.0,0.0,,,0.0,1.0,,,494.0,,,495.0,6.0,,,,
3247,25,2024-11-11,2024-11-17,98,,,,0.0,4.0,0.0,,,0.0,1.0,,,,,,,0.0,,,,
3248,25,2024-11-11,2024-11-17,99,0.35,,,12.0,4.0,0.37,,,0.0,1.0,,,502.0,1.0,500.0,,3.0,,,,
3249,25,2024-11-11,2024-11-17,100,,0.93,,3.0,0.0,0.93,,,0.0,1.0,,,497.0,1.0,497.0,501.0,9.0,,,,
3250,25,2024-11-11,2024-11-17,101,,0.75,,3.0,4.0,0.75,,,1.0,1.0,,,500.0,6.0,502.0,495.0,0.0,,,,
3251,25,2024-11-11,2024-11-17,102,,,,0.0,1.0,0.0,,,0.0,1.0,,,501.0,1.0,501.0,496.0,0.0,,,,
3252,25,2024-11-11,2024-11-17,103,0.49,0.62,,7.0,2.0,0.59,,,1.0,1.0,,,493.0,,,483.0,-5.0,,,,
3253,25,2024-11-11,2024-11-17,104,,0.82,,9.0,7.0,0.82,,,0.0,1.0,,,494.0,,,,0.0,,,,
3254,25,2024-11-11,2024-11-17,105,,0.9,,3.0,8.0,0.68,,,1.0,1.0,,,485.0,2.0,485.0,485.0,0.0,,,,
3255,25,2024-11-11,2024-11-17,106,,,,0.0,5.0,0.0,,,0.0,1.0,,,491.0,5.0,494.0,482.0,-4.0,,,,
3256,25,2024-11-11,2024-11-17,107,,0.82,,5.0,4.0,0.78,,,1.0,1.0,,,505.0,,,,,,,,
3257,25,2024-11-11,2024-11-17,108,,,,0.0,10.0,0.0,,,1.0,1.0,,,497.0,6.0,499.0,502.0,10.0,,,,
3258,25,2024-11-11,2024-11-17,109,,,,0.0,7.0,0.65,,,0.0,1.0,,,,,,,,,,,
3259,25,2024-11-11,2024-11-17,110,,,,0.0,4.0,0.0,,,0.0,1.0,,,506.0,2.0,511.0,,10.0,,,,
3260,25,2024-11-11,2024-11-17,111,0.51,,,5.0,5.0,0.51,,,0.0,1.0,,,498.0,6.0,517.0,496.0,-2.0,,,,
3261,25,2024-11-11,2024-11-17,112,,,,0.0,5.0,0.0,,,1.0,1.0,,,490.0,3.0,491.0,478.0,-7.0,,,,
3262,25,2024-11-11,2024-11-17,113,,,,0.0,3.0,0.0,,,1.0,1.0,,,492.0,3.0,492.0,495.0,8.0,,,,
3263,25,2024-11-11,2024-11-17,114,,,,0.0,5.0,0.0,,,0.0,1.0,,,492.0,4.0,485.0,486.0,-1.0,,,,
3264,25,2024-11-11,2024-11-17,115,,,,0.0,4.0,0.0,,,0.0,1.0,,,487.0,4.0,496.0,487.0,5.0,,,,
3265,25,2024-11-11,2024-11-17,116,,,,0.0,7.0,0.2,,,0.0,1.0,,,503.0,1.0,503.0,506.0,8.0,,,,
3266,25,2024-11-11,2024-11-17,117,,,,0.0,2.0,0.0,,,0.0,1.0,,,493.0,2.0,493.0,494.0,6.0,,,,
3267,25,2024-11-11,2024-11-17,118,,,,0.0,3.0,0.0,,,0.0,1.0,,,488.0,1.0,488.0,480.0,-3.0,,,,
3268,25,2024-11-11,2024-11-17,119,,,,0.0,5.0,0.0,,,1.0,1.0,,,,,,,,,,,
3269,25,2024-11-11,2024-11-17,120,,,,14.0,14.0,0.0,,,1.0,1.0,,,497.0,5.0,506.0,,14.0,,,,
3270,25,2024-11-11,2024-11-17,121,,0.54,,1.0,2.0,5.01,,,0.0,1.0,,,503.0,5.0,509.0,510.0,7.0,,,,
3271,25,2024-11-11,2024-11-17,122,,,,0.0,7.0,0.0,,,1.0,1.0,,,494.0,6.0,509.0,509.0,20.0,,,,
3272,25,2024-11-11,2024-11-17,123,,,,0.0,8.0,0.0,,,0.0,1.0,,,498.0,1.0,500.0,495.0,2.0,,,,
3273,25,2024-11-11,2024-11-17,124,,,,0.0,3.0,0.0,,,1.0,1.0,,,502.0,5.0,500.0,496.0,-6.0,,,,
3274,25,2024-11-11,2024-11-17,125,0.33,0.77,,6.0,3.0,0.57,,,0.0,1.0,,,494.0,5.0,500.0,505.0,16.0,,,,
3275,25,2024-11-11,2024-11-17,126,,,,0.0,2.0,0.0,,,0.0,1.0,,,495.0,,,501.0,11.0,,,,
3276,25,2024-11-11,2024-11-17,127,,1.0,,4.0,7.0,1.0,,,0.0,1.0,,,500.0,2.0,501.0,508.0,13.0,,,,
3277,25,2024-11-11,2024-11-17,128,,,,0.0,4.0,0.0,,,0.0,1.0,,,490.0,,,,,,,,
3278,25,2024-11-11,2024-11-17,129,0.67,0.77,,6.0,3.0,0.74,,,0.0,1.0,,,501.0,2.0,499.0,,3.0,,,,
3279,25,2024-11-11,2024-11-17,130,,0.5,,1.0,4.0,4.99,,,0.0,1.0,,,500.0,3.0,513.0,,13.0,,,,
3280,25,2024-11-11,2024-11-17,131,0.4,0.59,,8.0,3.0,0.57,,,1.0,1.0,,,493.0,10.0,497.0,506.0,13.0,,,,
3281,25,2024-11-11,2024-11-17,132,,,,0.0,8.0,0.0,,,0.0,1.0,,,498.0,2.0,498.0,490.0,-8.0,,,,
3282,25,2024-11-11,2024-11-17,133,,,,0.0,4.0,0.0,,,0.0,1.0,,,486.0,3.0,501.0,501.0,0.0,,,,
3283,25,2024-11-11,2024-11-17,134,,,,0.0,5.0,0.0,,,0.0,1.0,,,,,,487.0,,,,,
3284,25,2024-11-11,2024-11-17,135,1.0,1.0,,6.0,4.0,1.0,,,1.0,1.0,,,505.0,5.0,513.0,,13.0,,,,
3285,25,2024-11-11,2024-11-17,136,0.57,0.63,,4.0,7.0,0.6,,,0.0,1.0,,,498.0,5.0,499.0,,6.0,,,,
3286,25,2024-11-11,2024-11-17,137,,,,0.0,5.0,0.0,,,0.0,1.0,,,,1.0,503.0,506.0,3.0,,,,
3287,25,2024-11-11,2024-11-17,138,,,,0.0,4.0,0.0,,,0.0,1.0,,,491.0,2.0,489.0,492.0,3.0,,,,
3288,25,2024-11-11,2024-11-17,139,,,,0.0,6.0,0.0,,,0.0,1.0,,,495.0,5.0,505.0,500.0,10.0,,,,
